Method,Genre,Decade,Topic
BERT,Rap,00s,"[('im', 0.06111606391735619), ('know', 0.03999929552981869), ('dont', 0.03886099234016001), ('got', 0.03863676629221712), ('verse', 0.028525184231914354), ('chorus', 0.028471260328697047), ('na', 0.028402435044427375), ('cant', 0.028224929532547405), ('aint', 0.026707223676221924), ('cause', 0.025721458522984648)]"
BERT,Rap,00s,"[('im', 0.07285549172432053), ('back', 0.04317859015705506), ('dont', 0.03837084565601779), ('cause', 0.03781799435059809), ('got', 0.03497868710836374), ('go', 0.030034514479140843), ('aint', 0.02872495436766185), ('know', 0.028412995342040552), ('verse', 0.027502125453315256), ('see', 0.026075850530340183)]"
BERT,Rap,00s,"[('west', 0.08851964234771648), ('kanye', 0.08615771122264752), ('got', 0.06812513693035997), ('ever', 0.05819946587707553), ('right', 0.04888403150220005), ('good', 0.047833150048543605), ('im', 0.04753282576800007), ('forever', 0.04408925410963938), ('aint', 0.04187565222228977), ('sky', 0.041279600485192615)]"
BERT,Rap,10s,"[('im', 0.06865721081904518), ('dont', 0.05830141397760762), ('yeah', 0.0472709641511611), ('one', 0.046662693682121545), ('got', 0.04330153562414547), ('know', 0.03383669651618779), ('na', 0.033078859173359766), ('back', 0.03200047938382652), ('hol', 0.029918215252257362), ('gon', 0.029360812783482897)]"
BERT,Rap,10s,"[('im', 0.06482424149942916), ('yeah', 0.04969938443835936), ('got', 0.047957786164818814), ('dont', 0.040793360792635514), ('know', 0.035763477154865914), ('aint', 0.028000677539909265), ('ayy', 0.02760962534676019), ('go', 0.026887457591293705), ('verse', 0.026323444603452924), ('chorus', 0.025693975946666794)]"
BERT,Rap,10s,"[('love', 0.09116675426471084), ('im', 0.07955442920618623), ('na', 0.06790448463470053), ('wan', 0.057623693175436363), ('know', 0.054901481372268), ('yeah', 0.053779113601546524), ('got', 0.05076855246486779), ('bad', 0.04826664403323066), ('dont', 0.047908352326002004), ('never', 0.04612089802466996)]"
BERT,Rap,20s,"[('im', 0.06620280926763678), ('yeah', 0.06421379722186121), ('got', 0.04785172752719638), ('dont', 0.042194621865202855), ('know', 0.03870503716381154), ('aint', 0.030650467426761436), ('verse', 0.027335320476873027), ('chorus', 0.02529110064953511), ('want', 0.025016816325324702), ('na', 0.02482191309697602)]"
BERT,Rap,20s,"[('yeah', 0.10406625510961524), ('im', 0.08147678635467873), ('got', 0.04894779004883109), ('aint', 0.03851944475565983), ('dont', 0.03607437580686547), ('chorus', 0.03365260741569876), ('money', 0.03328602117606619), ('go', 0.032855345769436224), ('daechwita', 0.03137442460547847), ('know', 0.03113681217723534)]"
BERT,Rap,20s,"[('tryin', 0.0713707191560932), ('im', 0.06118395997797601), ('got', 0.047905186363541484), ('know', 0.040220918434037696), ('see', 0.030643683018786515), ('one', 0.028675717984762473), ('aint', 0.028416151663926262), ('dont', 0.027850187744369176), ('love', 0.027318149736271988), ('life', 0.027075438697046844)]"
TIME,TIME,TIME,322.19355964660645
