Method,Genre,Decade,Topic
BERT,Rap,00s,"[('the', 0.07898030037560745), ('you', 0.06776301631449327), ('to', 0.05730466774583112), ('and', 0.05202796625564243), ('it', 0.045451274619657096), ('me', 0.044821416025405576), ('my', 0.04461548205381718), ('that', 0.04163290455194932), ('swear', 0.0413485753004729), ('in', 0.03297438469355567)]"
BERT,Rap,00s,"[('swear', 0.08380911840921663), ('the', 0.07483149323183724), ('you', 0.0624282620972024), ('and', 0.054044007928460966), ('it', 0.05168345240506618), ('to', 0.05110350454582659), ('me', 0.04440672126374122), ('that', 0.04070634696973766), ('in', 0.03867566687356796), ('my', 0.035522706311874166)]"
BERT,Rap,00s,"[('you', 0.08831834319286416), ('the', 0.06958236280106692), ('and', 0.06177029330659022), ('me', 0.05988387164852665), ('it', 0.05519610315217389), ('she', 0.05132868513518879), ('all', 0.038906262258992165), ('in', 0.038420498785916524), ('to', 0.03791812981023534), ('my', 0.037344123067069274)]"
BERT,Rap,00s,"[('to', 0.07241426602272749), ('the', 0.0668765035848793), ('and', 0.06504185364820146), ('you', 0.06406205149542263), ('it', 0.06304763422588452), ('my', 0.056222864723581636), ('me', 0.042674201633451224), ('make', 0.041816030158105776), ('but', 0.039507069622107864), ('that', 0.03872086016865717)]"
BERT,Rap,10s,"[('the', 0.07095104721172392), ('you', 0.0661980077666727), ('it', 0.05236454913938131), ('and', 0.05028687047138471), ('swear', 0.047746319261849926), ('to', 0.04422231514097325), ('my', 0.043315492864445984), ('that', 0.0415612856938726), ('me', 0.04121575952825361), ('up', 0.04119440885631188)]"
BERT,Rap,10s,"[('swear', 0.08994201855770098), ('the', 0.07823212048969058), ('you', 0.05558387578085822), ('and', 0.050594188816665026), ('that', 0.04865487390967579), ('like', 0.042932992332847926), ('my', 0.041659232734251775), ('in', 0.04162480012627077), ('to', 0.04146896379395568), ('it', 0.040415184439330586)]"
BERT,Rap,10s,"[('you', 0.10142552494659642), ('my', 0.09157493906772889), ('to', 0.07664518392193502), ('me', 0.07352444495067759), ('the', 0.058522696037686776), ('don', 0.058469871126257476), ('it', 0.04679812497842761), ('that', 0.04423931395371409), ('can', 0.04360609718585402), ('know', 0.043437766128884656)]"
BERT,Rap,10s,"[('yeah', 0.10373158818710242), ('the', 0.0952139736502817), ('oh', 0.05993475184030259), ('my', 0.05692934420927936), ('you', 0.05347495051946596), ('man', 0.04634621574563723), ('one', 0.04083227823278803), ('woo', 0.040407852203538396), ('on', 0.037955635273420385), ('just', 0.03776843245322326)]"
BERT,Rap,20s,"[('the', 0.10050522287239758), ('you', 0.07633745545441317), ('swear', 0.07225387007484796), ('my', 0.0644401846150473), ('it', 0.06439583634198677), ('to', 0.0625808791214953), ('me', 0.06077650010629933), ('and', 0.057989646595765804), ('that', 0.05576767739844514), ('yeah', 0.052848895362933995)]"
BERT,Rap,20s,"[('на', 0.13019767022874135), ('не', 0.08790403110759215), ('это', 0.0668075281940921), ('как', 0.061815937865094706), ('la', 0.056091549713108285), ('ты', 0.052325652170822794), ('но', 0.04750947513604874), ('что', 0.046670810197311764), ('мне', 0.04567781423566683), ('да', 0.044135061058279315)]"
TIME,TIME,TIME,513.1290998458862
