Method,Genre,Decade,Topic
BERT,Rap,90s,"[('tobymac', 0.16302860009446815), ('oh', 0.16090587036954615), ('choir', 0.09794745730179692), ('tait', 0.09008220231803914), ('michael', 0.08732821952931495), ('it', 0.08668558152542975), ('to', 0.08615328642015217), ('take', 0.08354373370240434), ('the', 0.07786822912526264), ('kevin', 0.07721749409856721)]"
BERT,Rap,00s,"[('the', 0.11570441556405968), ('swear', 0.0826254011543885), ('you', 0.08255821640743533), ('and', 0.07257089173620483), ('to', 0.06994771138759094), ('it', 0.059096848744169865), ('my', 0.05230492062793538), ('in', 0.04988090435262795), ('that', 0.045418406597919236), ('me', 0.04428843684832102)]"
BERT,Rap,00s,"[('de', 0.19151147642108168), ('le', 0.148325486596736), ('la', 0.14462556902252785), ('les', 0.13795038487329817), ('je', 0.11490832738926754), ('est', 0.1083717964223393), ('que', 0.09809880066541615), ('pas', 0.08934693034843397), ('un', 0.08561627546082094), ('des', 0.08264871264390325)]"
BERT,Rap,10s,"[('the', 0.04807902508948232), ('you', 0.03749326439901581), ('and', 0.03463208957812542), ('it', 0.033589743365738355), ('to', 0.03178155449570412), ('swear', 0.031690088423040184), ('my', 0.03125962418679496), ('in', 0.027210925527945604), ('that', 0.02589509875704926), ('me', 0.025333193322375297)]"
BERT,Rap,10s,"[('swear', 0.0489376208404317), ('the', 0.04812916966191411), ('you', 0.03402823948900024), ('to', 0.033599448918548866), ('and', 0.03359695421313474), ('it', 0.02990573529123797), ('my', 0.027426788043018017), ('in', 0.026748592984894418), ('that', 0.025448328720152135), ('of', 0.02410949002943001)]"
BERT,Rap,10s,"[('you', 0.04730927254226009), ('the', 0.04261844879162259), ('to', 0.03986036679830673), ('and', 0.03822379227758356), ('it', 0.03541110027471091), ('me', 0.0302763066657523), ('my', 0.02829103263697027), ('that', 0.027856985809313374), ('of', 0.02468992451541833), ('in', 0.02303320001407677)]"
BERT,Rap,10s,"[('swear', 0.049850823982202815), ('the', 0.0452326387284523), ('and', 0.04133824411305488), ('wayne', 0.03639295288906152), ('my', 0.03534451960389965), ('you', 0.03503496270123204), ('yeah', 0.03496968194009139), ('lil', 0.03277611360282356), ('like', 0.029672335789373134), ('that', 0.028504686219288457)]"
BERT,Rap,10s,"[('the', 0.045346732689201814), ('kanye', 0.040410867519731254), ('west', 0.037081783512310416), ('you', 0.0365252918349204), ('to', 0.033655496764345726), ('and', 0.03298087514283185), ('it', 0.028118343462825608), ('my', 0.02727112209768086), ('like', 0.02580002987959036), ('that', 0.025555360420210813)]"
BERT,Rap,10s,"[('gucci', 0.053588685231274566), ('you', 0.03928113705156558), ('the', 0.0369951105699755), ('it', 0.03487902084748829), ('me', 0.03206573277816747), ('my', 0.030534118855750598), ('in', 0.029036632951724844), ('mane', 0.028381165954407945), ('like', 0.02835130517566571), ('she', 0.028081727550306444)]"
BERT,Rap,10s,"[('you', 0.05454447337454495), ('and', 0.03799766493943702), ('to', 0.03741782394643151), ('eminem', 0.03703779115359666), ('the', 0.033707599485172324), ('your', 0.031720477001679244), ('it', 0.030033449798553782), ('swear', 0.029806088582397923), ('me', 0.02875228513818504), ('my', 0.025324613106980778)]"
BERT,Rap,10s,"[('the', 0.04487945007833596), ('jay', 0.04274258215245657), ('you', 0.04130818417861123), ('to', 0.0363192051455976), ('and', 0.029818136774324135), ('we', 0.02826046628425227), ('me', 0.027544869867543658), ('it', 0.027455637446999824), ('that', 0.02665831949205615), ('in', 0.02516931948377837)]"
BERT,Rap,10s,"[('the', 0.054464851782384124), ('and', 0.036515676326143276), ('in', 0.03327276586892152), ('you', 0.03246100856815909), ('it', 0.03178956250247357), ('get', 0.03044336069055514), ('to', 0.03014982891200058), ('me', 0.028620834884345907), ('that', 0.02806246662066949), ('my', 0.026695235781759794)]"
BERT,Rap,10s,"[('cam', 0.06799461273820617), ('killa', 0.053985636497791534), ('the', 0.05042871741995461), ('swear', 0.034074073234438194), ('in', 0.03023368008057215), ('it', 0.029708521304789428), ('get', 0.02950909667661615), ('dip', 0.029237739115291688), ('jeah', 0.029231744523172714), ('you', 0.028762284387480058)]"
BERT,Rap,10s,"[('you', 0.04227731199343975), ('it', 0.040389071857196285), ('the', 0.038149127917721466), ('and', 0.03619034033361639), ('drake', 0.03402676241734677), ('to', 0.03339106570064907), ('my', 0.029374806743754773), ('just', 0.02893709552415203), ('me', 0.028644052930741144), ('swear', 0.027167565904153076)]"
BERT,Rap,10s,"[('the', 0.04682389759303607), ('you', 0.046550991624541196), ('it', 0.045030840285470025), ('like', 0.03658077700027681), ('and', 0.03497458901320501), ('to', 0.032375811595207984), ('in', 0.030753550399522565), ('me', 0.028480242245816155), ('my', 0.02647125522358102), ('swear', 0.02625008852762406)]"
BERT,Rap,20s,"[('the', 0.10554202130595335), ('you', 0.08162741766120143), ('swear', 0.07080912928381072), ('and', 0.06655348909213803), ('it', 0.06392870126866108), ('to', 0.06116472963444424), ('my', 0.05875038749381912), ('me', 0.0502033072302786), ('in', 0.04940107848922792), ('that', 0.04752038435175899)]"
BERT,Rap,20s,"[('de', 0.17425512975838545), ('le', 0.13901576841828905), ('est', 0.11386800566965112), ('les', 0.11174339345276615), ('la', 0.10959272262970292), ('que', 0.10575022414740813), ('je', 0.10340556620788177), ('pas', 0.09699659851282802), ('en', 0.08427573313409648), ('et', 0.08349882850616429)]"
BERT,Rap,30s,"[('ما', 0.04482560965678273), ('من', 0.04278808194511078), ('چرا', 0.04133974899305027), ('main', 0.03910590342561004), ('في', 0.03868511842720359), ('انا', 0.03508656933402588), ('sa', 0.03289055334187133), ('تو', 0.03215961114608845), ('لي', 0.029544861509333647), ('ng', 0.029544861509333647)]"
BERT,Rap,30s,"[('the', 0.05120728952617395), ('you', 0.04513699716289627), ('swear', 0.04341966446919801), ('my', 0.03797202890863462), ('it', 0.03646996433248063), ('to', 0.03515229827073544), ('and', 0.03434853791572119), ('me', 0.030963613765978153), ('that', 0.02999546057977193), ('in', 0.029174886916002483)]"
BERT,Rap,30s,"[('est', 0.11565932955215225), ('la', 0.09801576604754576), ('pas', 0.0805253268784712), ('les', 0.06950806575227123), ('le', 0.06863208176189434), ('dans', 0.06419456655095786), ('tu', 0.06276757430178118), ('de', 0.061851257282474016), ('qu', 0.05757765818185494), ('et', 0.05343893410770316)]"
BERT,Rap,30s,"[('que', 0.10414787826907863), ('eu', 0.102261723655106), ('não', 0.08923278565293433), ('de', 0.06598333158924258), ('pra', 0.05582772539570678), ('com', 0.05162045215508115), ('um', 0.047210199814074545), ('se', 0.04370394375371888), ('só', 0.042736285549476484), ('ela', 0.041963665315041754)]"
BERT,Rap,30s,"[('na', 0.05797866317106398), ('nie', 0.054514199078460175), ('mi', 0.03654178252649031), ('da', 0.03411910376666682), ('jak', 0.03317765790330536), ('sam', 0.032181623965811715), ('je', 0.030244094888593406), ('się', 0.02987814951844264), ('gde', 0.029578987323281555), ('ste', 0.02734661092152445)]"
BERT,Rap,30s,"[('ich', 0.1646062893758218), ('und', 0.09788740623264022), ('die', 0.08455478409052218), ('wie', 0.06882108933360265), ('mit', 0.06137871191446366), ('der', 0.05910541490820417), ('ist', 0.05683961592295658), ('ein', 0.05476336293795317), ('nicht', 0.05090073523250127), ('auf', 0.05054580455920249)]"
BERT,Rap,30s,"[('que', 0.11337405125992447), ('el', 0.11028749471307601), ('de', 0.09194179513827243), ('en', 0.08875907058740952), ('la', 0.08363756437140372), ('lo', 0.06928171190590666), ('no', 0.05773945349158066), ('un', 0.05444822787754966), ('te', 0.05379186606816119), ('yo', 0.05307476292129645)]"
BERT,Rap,30s,"[('на', 0.12202893703583838), ('не', 0.11060970692898378), ('ты', 0.0835753878793827), ('это', 0.07992037137165861), ('как', 0.07269993231338864), ('мне', 0.05655853709193103), ('мой', 0.052110155284292456), ('меня', 0.05016292007347602), ('тебя', 0.04441246618788571), ('что', 0.0438513135762312)]"
BERT,Rap,30s,"[('paint', 0.13129894648855514), ('merry', 0.12022720870986085), ('swish', 0.11639413058878013), ('the', 0.09072873754226866), ('buckets', 0.08867177575398127), ('christmas', 0.08563139302087615), ('point', 0.07910983605797028), ('in', 0.07299970132742925), ('ho', 0.06718795985443358), ('ever', 0.06654408055321956)]"
BERT,Rap,30s,"[('не', 0.13074643710647005), ('ты', 0.08085619459286), ('эти', 0.07609410057355606), ('на', 0.0722895211280942), ('грибы', 0.06806920850404564), ('что', 0.058633300204047355), ('как', 0.05834420942955604), ('мы', 0.053289968960398025), ('но', 0.051253097181221625), ('мне', 0.0434193732132219)]"
BERT,Rap,30s,"[('det', 0.12432820687261756), ('di', 0.12168796669304241), ('na', 0.09675952492211316), ('vi', 0.08910188159204258), ('jeg', 0.08498054279434898), ('og', 0.07946205639697232), ('på', 0.07181405500734817), ('jag', 0.06619428764002694), ('du', 0.06153727015424734), ('er', 0.05786909304452589)]"
BERT,Rap,30s,"[('non', 0.17104032503969227), ('il', 0.09678606922318897), ('mi', 0.08922446656718695), ('che', 0.08759262918534652), ('yah', 0.0817818440763006), ('per', 0.07279945410538627), ('di', 0.060118107899536574), ('sono', 0.05774302277438823), ('la', 0.05607768133668398), ('ehy', 0.0555659073032914)]"
TIME,TIME,TIME,2229.112578392029
