Method,Genre,Decade,Topic
BERT,Rap,90s,"[('christmas', 0.25172421722596483), ('merry', 0.10139999435618188), ('all', 0.07338846306951728), ('we', 0.0682815999302021), ('santa', 0.06225229455768603), ('to', 0.05478231708259499), ('is', 0.05410190183899344), ('happy', 0.04996203076339639), ('its', 0.049460576509845686), ('ho', 0.04923463929486659)]"
BERT,Rap,00s,"[('sharpay', 0.3118351430697909), ('want', 0.2872435021894577), ('ryan', 0.2769311200766699), ('spoken', 0.20104361439803306), ('it', 0.19488866222357562), ('whoa', 0.15670020353460593), ('hannah', 0.09668902819530922), ('montana', 0.09668902819530922), ('archuleta', 0.08226053678899908), ('yeah', 0.08023282965137889)]"
BERT,Rap,00s,"[('to', 0.059629093528352335), ('me', 0.057791468736747745), ('my', 0.047129042073996874), ('it', 0.04527458512488999), ('in', 0.04022116467733643), ('your', 0.03817149169023114), ('that', 0.03569236264123354), ('im', 0.03476800919898258), ('all', 0.03135204357960335), ('be', 0.030865265171919957)]"
BERT,Rap,00s,"[('troy', 0.12637164671264267), ('gabriella', 0.08757183490104473), ('we', 0.08164722159510529), ('it', 0.08003342175396425), ('all', 0.07585679413686412), ('yeah', 0.06494216121712218), ('company', 0.0641588491515421), ('boys', 0.05428541445346937), ('to', 0.05385343822966948), ('were', 0.05355622973643852)]"
BERT,Rap,00s,"[('elle', 0.16080454425972404), ('spoken', 0.12000899136779587), ('gun', 0.061842332364312816), ('ensemble', 0.05712499434354707), ('emmett', 0.05288539770823267), ('to', 0.04884976216988882), ('what', 0.04843587304350336), ('yes', 0.04755205101017259), ('warner', 0.04578042577044639), ('my', 0.04570567478322535)]"
BERT,Rap,10s,"[('we', 0.050831632347813016), ('it', 0.04820087507806434), ('to', 0.04770181218989936), ('me', 0.04527625366676654), ('my', 0.04343893409191384), ('in', 0.03842996706796888), ('with', 0.03245046543120934), ('work', 0.030390839489012143), ('love', 0.02958659596024504), ('just', 0.029514010331391886)]"
BERT,Rap,10s,"[('me', 0.05512110952161881), ('to', 0.05188500860261195), ('my', 0.048248500892397767), ('it', 0.04375486255958601), ('im', 0.041574790725319714), ('in', 0.03748550419774665), ('that', 0.033822944343231444), ('your', 0.03130793314924452), ('dont', 0.031003827257881676), ('be', 0.030342336235495194)]"
BERT,Rap,10s,"[('jimin', 0.07928418080602036), ('kook', 0.06805933633872209), ('jung', 0.06805933633872209), ('my', 0.05588831827671903), ('jin', 0.052238236204795695), ('is', 0.047437591101376714), ('to', 0.04635453006814722), ('me', 0.04590217959336292), ('your', 0.04489036257194939), ('im', 0.04312299727465367)]"
BERT,Rap,10s,"[('me', 0.07707503041182871), ('ariana', 0.07464342868686326), ('grande', 0.0736151487802175), ('it', 0.06322324296382277), ('yeah', 0.049998460703565104), ('to', 0.0482761941772348), ('dont', 0.044313997848165976), ('got', 0.04316736492806286), ('your', 0.04226689228452016), ('that', 0.039265486819223136)]"
BERT,Rap,10s,"[('justin', 0.10566053226252149), ('bieber', 0.07463910010087493), ('me', 0.057812061680303804), ('love', 0.05777004821403181), ('it', 0.04997348365601469), ('dont', 0.04703028854190319), ('baby', 0.046206200840506265), ('up', 0.04359487216245387), ('no', 0.04180339390658513), ('to', 0.04058802880525379)]"
BERT,Rap,20s,"[('me', 0.09065227821802312), ('luke', 0.05811761735720371), ('to', 0.058008454937851596), ('reyes', 0.052362777975082), ('madison', 0.05155309180925453), ('rain', 0.04660343686986935), ('gillespie', 0.045793190895071154), ('charlie', 0.04551831738108714), ('your', 0.0455066597093517), ('all', 0.04265712804582485)]"
BERT,Rap,20s,"[('me', 0.0655704989472963), ('to', 0.06203665448945472), ('my', 0.057473986643237954), ('it', 0.0526320120814426), ('im', 0.04893796870121461), ('in', 0.04461803567248336), ('that', 0.040765660119698975), ('your', 0.0389286154896062), ('dont', 0.03537704488627984), ('all', 0.03460115261753346)]"
BERT,Rap,20s,"[('justin', 0.10696011410743406), ('bieber', 0.09647911053571158), ('dont', 0.06286979283948271), ('me', 0.061538969441654566), ('to', 0.05986209894411433), ('go', 0.05924762661376536), ('yeah', 0.05861141334430678), ('no', 0.05763390526983249), ('with', 0.05073272255745349), ('it', 0.04943070978318762)]"
TIME,TIME,TIME,328.7840647697449
